zero_crossing_rate,rms_energy,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,chroma_stft_mean,chroma_stft_var,chroma_stft_std,harmonic_mean,percussive_mean,harmonic_ratio,tempo,genre,filename
0.07523877406636997,0.04325064,1431.5423062932691,271.75118389471487,1558.4876922187398,2836.7578465133997,-264.2774,85.86743,138.15092,17.89575,-30.101551,12.157342,37.82423,13.346636,-7.1801786,9.769983,6.7829356,10.405701,-11.8189,8.587263,4.712041,9.036574,-9.843633,7.9227753,5.8637476,9.674313,-9.573777,7.437378,2.6703959,9.264122,-4.796442,8.497778,-1.403382,8.973614,-2.0961945,9.32382,2.9775224,8.815162,3.3557782,9.29143,4.811315,8.867852,1.7625698,8.54714,-1.8270731,9.47355,0.26855293,0.082533844,0.28728703,-2.703392e-05,-9.722453e-05,0.28094625,[143.5546875],classical,classical.00005.wav
0.09824505974264706,0.03624397,1505.3776997189811,210.79378588181967,1559.0859496035152,2717.316902089783,-268.18002,42.32606,135.68788,13.746672,-34.07107,15.208079,25.634863,13.003159,-12.970324,8.4415455,17.894695,8.631766,-9.997608,10.71967,5.6292233,8.116223,-14.146461,8.686781,7.497625,13.317962,-3.9705248,10.330751,8.258684,8.953238,-1.3527371,12.42567,-0.377399,13.71326,1.0275253,13.105936,3.8083546,9.275091,-0.3020309,10.027411,1.7795614,9.773081,0.8909794,9.857257,-0.8330716,11.000344,0.2523795,0.08415366,0.2900925,-4.6751178e-05,-0.00012118883,0.38898104,[95.703125],classical,classical.00000.wav
0.10895172213622291,0.029436052,1526.5606707346662,302.35521198744686,1499.5337307080847,2915.6907025505516,-326.89987,56.566963,127.39418,17.605835,-30.584469,21.50808,37.475746,11.289448,-5.291166,11.450201,20.80699,10.804709,-1.7857137,8.526098,-4.6031647,10.011735,-4.048745,9.644608,5.2380347,8.591245,-0.64287156,11.20762,2.8008628,13.159928,7.245895,12.289751,3.9837852,10.630917,-2.390974,12.45216,1.4819995,11.189374,0.58346105,10.5568075,-0.60632175,12.3124275,2.3340652,11.572805,2.65221,14.502327,0.23423359,0.08345633,0.2888881,-3.545072e-05,-0.00011739043,0.3045845,[71.77734375],classical,classical.00003.wav
0.0877715781008127,0.030614555,1360.5964481029573,248.57274460968426,1441.3899483512648,2387.9772268950755,-324.09195,31.297018,133.59413,18.275763,-25.021385,13.666779,24.567686,12.311088,-11.939837,11.40803,17.660225,11.808229,-5.5225825,11.080173,1.7202384,9.070556,-10.571336,8.759957,-0.8508674,9.067232,-7.797244,9.916814,3.5256078,10.84977,5.0467987,13.891959,1.3635532,12.507735,3.0031667,12.787487,-3.1203184,12.598086,-4.2890625,8.702875,0.5890151,11.606508,2.868589,12.394649,0.3691809,11.127332,0.21504712,0.08501034,0.29156533,-5.120683e-05,-9.031843e-05,0.57330644,[112.34714674],classical,classical.00001.wav
0.1128666644494969,0.04228822,1705.7324266471085,261.0666778177786,1646.2565077961117,3176.230793766931,-259.96228,23.697762,118.93238,14.849672,-35.606533,11.943907,31.990017,7.9807286,-16.535492,8.70619,10.620698,7.651445,-15.65591,7.5126925,7.4423375,10.422863,-5.810465,9.819068,8.268948,9.840425,-18.018595,13.549739,-1.1994923,12.69487,-6.346673,10.213758,2.7660377,11.993427,-2.5898237,9.1385975,4.387975,9.107234,-4.136651,8.329099,-4.7818193,11.480453,-4.776668,10.746089,-4.6100764,14.739504,0.22157979,0.08498789,0.29152682,-5.917923e-05,-0.0001019897,0.5859927,[161.49902344],classical,classical.00004.wav
0.09004972003192724,0.043840673,1490.0147947114058,197.4005302966415,1599.8034153175129,2784.9498264560757,-235.30643,29.239248,141.13675,14.06095,-34.679047,12.3126545,30.99717,11.630318,-16.400242,7.1312904,23.120686,9.044733,-11.043703,8.903122,7.6586432,7.696315,-19.017239,7.1270165,4.236546,8.816368,-11.835344,7.750392,8.918064,8.216316,-1.442469,9.979613,4.288449,9.018676,1.4757489,9.752506,3.1938703,9.2107525,-1.314238,8.779044,2.931815,8.603824,-1.6683867,7.6969576,-2.8998585,7.283003,0.27784783,0.08374351,0.28938472,-1.8367984e-05,-0.00013027801,0.14208126,[99.38401442],classical,classical.00002.wav
0.08111553369291796,0.03737135,1358.9070916597766,284.8635515532871,1417.5458835574248,2418.1770442809116,-311.51123,103.454216,148.66138,28.46176,-33.509113,15.0098295,10.361734,21.193954,-12.907805,11.600202,1.2325778,11.270031,-12.908661,9.983524,0.8045732,7.327366,-9.738699,8.951146,2.0689793,10.57519,-5.106063,12.095537,6.7442927,11.589386,4.615777,13.83097,3.765486,10.821809,1.2712039,8.373706,1.2486948,9.444888,-0.08448574,10.023236,1.4975204,8.795129,0.37977082,10.809465,-2.9951375,11.785655,0.2564119,0.08609253,0.29341528,-4.120257e-06,-1.1846826e-05,0.37985831,[89.10290948],classical,classical.00017.wav
0.04766448880127709,0.008008791,1054.4585145386827,296.69483037621933,1455.4498536124795,1947.2048921850812,-482.67636,69.16208,154.86113,15.831605,-5.025982,15.611145,29.737667,6.940352,-1.8687444,12.503119,8.223097,6.2641883,-4.7659545,8.782182,9.646516,7.783006,-3.3353896,10.779234,4.5322237,8.903475,-10.103474,11.398709,-0.6667129,8.55982,-2.4448438,8.532631,-0.16459122,8.834545,1.8707215,7.1815553,3.4802008,7.8080873,3.3868608,7.5603685,1.1131744,8.510932,1.2773035,11.590928,-0.6721356,10.555641,0.21924284,0.08495464,0.29146978,-5.51722e-06,-1.1679653e-05,0.51661044,[99.38401442],classical,classical.00016.wav
0.06593875471652477,0.03140695,1179.9891396444557,351.40865389390973,1332.024770424303,2154.0036417013353,-362.7139,88.12209,143.93861,36.039448,-18.981813,22.635033,30.657846,10.200481,1.0281469,10.773711,0.2848451,8.611799,-7.989743,9.424715,-3.8509774,7.456153,-8.944669,10.812669,3.2497702,9.823795,-4.4546375,14.177531,3.649625,16.002214,4.933547,14.886146,3.2838123,15.565334,6.3606005,14.19789,6.0672398,11.433332,3.850726,10.461077,-0.24739738,8.808793,1.1675684,10.344932,1.7840004,11.284903,0.23568681,0.08692571,0.29483166,-4.4738294e-06,-8.097508e-06,0.6303381,[95.703125],classical,classical.00012.wav
0.07878788336880804,0.034031406,1516.6480402419818,283.62841905057803,1629.285125800053,2974.0070165864454,-292.15292,69.757904,127.763664,15.905086,-29.909023,14.216492,37.44209,9.265356,-9.556902,10.604202,5.1130486,8.800892,-13.823929,9.19275,7.0317283,7.8425407,-7.0326324,9.681705,6.4920025,9.856847,-9.904401,10.938636,4.713663,11.077511,0.37483168,12.841082,1.467897,12.188527,3.3925846,12.345661,6.0727816,11.96987,0.9615311,11.925502,-0.7544364,9.6984215,-2.0979447,11.047343,0.75958467,10.211241,0.25475976,0.084232,0.2902275,-3.642803e-05,-8.037299e-05,0.45894745,[135.99917763],classical,classical.00008.wav
0.08621640987809598,0.029503612,1497.0762956940562,285.8733750039145,1570.2741279362524,2868.049323964783,-315.04453,78.82073,128.73926,16.097044,-28.93491,22.695784,30.839514,10.947213,-8.996638,12.096294,7.9901075,11.710891,-9.846988,9.603297,1.441412,11.591944,-8.973623,10.938058,6.0498414,9.718458,-3.320935,12.7858515,7.609508,12.583312,3.7989607,12.0118065,2.9383373,9.8176775,1.8396772,10.502581,5.2037983,10.638598,1.0788432,9.975476,0.14129534,7.943691,-4.532043,9.9276495,-2.3126302,9.979762,0.24500221,0.08506274,0.29165518,-4.657305e-05,-7.757355e-05,0.6082133,[103.359375],classical,classical.00010.wav
0.08088953354779412,0.031721637,1388.2456582676334,466.537619089863,1456.5571823960315,2599.025950712316,-343.13556,99.450195,140.08688,40.621456,-20.911034,20.275578,32.33219,11.329877,-3.6868103,12.380883,2.9435575,10.628594,-10.66953,9.321343,0.3191029,10.300848,-5.784346,12.295125,7.688079,13.070617,-3.6771073,13.349732,2.553818,10.936505,-3.4980676,10.391635,-2.2409534,9.404392,-0.8364203,10.548059,0.87891966,9.931254,0.473556,8.207642,0.9455657,9.307608,1.8694177,13.429788,-0.63902676,12.498613,0.23204602,0.08332398,0.28865892,-3.031199e-06,-1.170434e-05,0.28317478,[129.19921875],classical,classical.00013.wav
0.07575237640286378,0.011429043,1371.6170328582264,333.8912855213226,1562.0159889035801,2619.859158070095,-449.51437,69.120544,124.97361,33.4662,-19.919233,13.818919,27.45221,14.403325,-5.775594,9.883561,2.2272975,5.8114524,-6.552791,8.8964405,10.601105,11.754777,3.3547378,16.405455,14.393792,14.76377,1.9887382,17.827215,5.250284,14.197623,4.4267945,11.980621,5.0727916,13.681955,7.1730843,11.382503,6.192042,12.779043,7.1587806,11.789356,3.8522367,14.95913,2.6193502,17.073908,4.95033,16.39863,0.21659923,0.084103,0.29000518,-5.9970034e-06,-8.356734e-06,0.815172,[83.35433468],classical,classical.00015.wav
